DefectCauseClass;energy_mp_1;energy_mp_2;energy_mp_3;energy_mp_4;energy_mp_5;energy_mp_6;energy_mp_7;energy_mp_8;energy_mp_9;energy_mp_10;force_mp_1;force_mp_2;force_mp_3;force_mp_4;force_mp_5;force_mp_6;force_mp_7;force_mp_8;force_mp_9;force_mp_10
1;67.3408685848401;110.038210521077;148.9650726723;162.117716730094;186.382414433051;162.28969889527;193.985940179622;152.831587084733;126.758281013702;96.5760383984777;-7.03584241507323;-0.925770480778259;38.7530722722677;124.111613142494;101.226236150462;60.4449194978961;77.5078820717084;50.9535850146901;-5.95362030803936;-7.42829014794089
1;67.2327610550534;83.9761351263418;124.936324466408;121.833380164482;155.182286764873;138.680903303002;155.112578291022;148.148549163607;108.631861662103;52.1915626883317;12.651702115024;15.4297383126526;53.6166814540183;123.765674342772;95.590462842313;102.471850453756;124.412731593929;60.3414604989827;12.9049102274255;11.4200421646494
1;28.2032577939403;90.7582021730196;110.708388921834;146.15190780684;141.146068533866;124.559605442601;159.953102352687;135.317779835849;87.2147960218031;49.0826970287217;5.00746907494244;9.41801314546625;35.859274884699;129.803752291961;110.288599188736;95.9952553426777;120.728241259908;61.3268643953506;3.60088819941271;5.63072289093132
1;62.5657668804272;100.567262826189;119.797934996139;152.00568539836;162.711253627514;139.055630830936;145.216048978913;151.492432165064;111.040268575867;67.9961570829224;9.49928468956653;14.2852800883284;62.1922425310984;135.531702524867;121.357903507732;99.2969921491244;107.24744314021;63.4450454771781;10.1679211412297;10.2023042806443
1;73.2546270450543;94.5717240551649;147.787994575154;180.200120131562;142.671630093993;146.421574482544;142.357383072905;128.904467292678;110.133288818123;75.8655066822035;9.41869648068099;14.2624821922502;48.7032921943032;152.76921030549;110.883223608747;99.1673554171871;113.572916404525;57.6059802453076;8.40592413958399;8.3368920630795
1;44.8947221328593;84.7069031844469;108.154786452433;144.014068588219;142.059320623159;190.277439496498;129.31733102348;141.670661551146;84.8128238181631;45.044717076958;1.20542966561733;5.08408814453629;46.0725255150491;117.855968926025;104.330339608476;72.8586266706484;97.6084998254605;51.97830948501;1.64834787384386;0.587849925866851
1;64.3991862704154;79.0294911565953;128.475474557401;168.023104854449;142.954685132159;149.213586566569;148.709019367097;127.573122589963;95.5537887918061;59.7061800497711;10.8150275847417;17.3422824571679;54.0644286463567;127.944234236071;128.894384775873;91.7215807152615;120.781213207136;53.4711723220617;12.3960659830353;10.9552507324256
1;45.2439264155042;77.3187249737609;118.386146463922;164.636675437046;142.688658699646;129.244810991017;147.769649990288;130.243208934486;101.221682233151;69.6457660305874;-13.3752157909716;-6.92787298228186;32.9995179841911;120.543376823765;95.0899171917289;85.1470483362834;78.4218622454342;46.0647713267047;-11.5177453013436;-12.5332992687479
1;40.341867336756;75.4463724343944;117.47885530582;126.748294143361;141.042029688062;139.929743794401;131.32103809847;106.802615530104;92.5174168830087;51.0518949213487;5.5937804076184;9.83549883841357;52.3524006130642;124.220013669151;119.208815737429;84.7840648110588;105.879212112236;61.8589612688193;6.83386190513553;7.01657453713911
1;48.1429920842244;111.490056435875;163.379511117204;199.045373096029;147.499360487932;150.889450977133;157.564963540138;143.395503512459;111.694847230115;76.2985047847745;0.0869922352838461;8.32518645300698;46.7732006380088;122.262095459856;116.740030343674;91.6249509610855;109.835245879509;58.6721514037843;1.07118407593173;0.00461208193160623
1;48.6387179708713;83.1753668975623;139.425435646901;151.246405388029;161.591694834154;150.341199744845;143.979127517107;161.359991361536;101.13904175332;73.336198863186;-4.71671116539986;1.01875516833357;40.2727899865198;113.715093285513;121.320648396618;86.2799889530234;109.171355626847;41.7730127253895;-4.2443460118005;-2.51705982673608
1;48.7784461507023;123.08442358232;155.80416343335;162.184054683882;173.13893332793;148.014038208678;146.142473022573;153.271522959082;100.599858080378;74.4850066315531;13.7863427877056;16.4547631651362;54.1656534941422;135.056716949401;111.295079570014;99.0390812491245;132.088946416486;67.3363619579516;12.8724835531281;10.6370812250335
1;57.5919830058544;87.5518678906955;94.3609451204102;150.374532213755;158.066308093992;150.147086327615;151.821220734376;145.501947851901;95.4945352712362;72.5598148892538;11.1181255432568;14.4050618728082;61.8648216971177;147.342131174903;129.712545743884;85.6840675237125;114.385362363723;63.8253012298305;10.6914541509607;10.9957444470441
